EmpID,Age,AgeGroup,Attrition,Department,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Custom,Years at company,Experience Slab Group,Salary,Salary Slab,Performance Rating
RM142,45,36-45,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,5,No,13,9,2,2,6,0,142,6-10 Years,6-10 Years,145000,100K - 150K,4
RM1435,52,46-55,No,Sales,Life Sciences,Male,1,Sales Representative,4,Divorced,2,No,15,16,3,2,9,0,1435,6-10 Years,16-20 Years,80000,50K - 100K,5
RM1446,41,36-45,No,Research & Development,Life Sciences,Female,4,Manufacturing Director,2,Married,0,No,23,21,3,3,20,0,1446,16-20 Years,21-30 Years,380000,200K+,5
RM1458,40,36-45,No,Research & Development,Medical,Female,1,Research Scientist,3,Married,2,No,14,20,2,3,5,0,1458,0-5 Years,16-20 Years,145000,100K - 150K,5
RM177,33,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Single,0,No,14,4,2,4,3,0,177,0-5 Years,0-5 Years,145000,100K - 150K,3
RM235,33,26-35,Yes,Research & Development,Medical,Male,1,Laboratory Technician,4,Married,5,Yes,13,8,2,1,5,0,235,0-5 Years,6-10 Years,58000,50K - 100K,4
RM249,37,36-45,No,Research & Development,Medical,Female,1,Research Scientist,1,Married,2,No,14,17,2,2,3,0,249,0-5 Years,16-20 Years,145000,100K - 150K,3
RM308,38,36-45,No,Research & Development,Life Sciences,Female,3,Research Director,2,Married,3,No,17,19,2,3,10,0,308,6-10 Years,16-20 Years,310000,200K+,5
RM317,49,46-55,No,Research & Development,Technical Degree,Female,4,Healthcare Representative,3,Single,7,Yes,12,25,2,3,7,0,317,6-10 Years,21-30 Years,105000,100K - 150K,5
RM345,35,26-35,No,Research & Development,Technical Degree,Male,3,Manufacturing Director,2,Single,0,No,13,17,5,3,16,0,345,16-20 Years,16-20 Years,380000,200K+,5
RM365,37,36-45,No,Research & Development,Medical,Female,1,Laboratory Technician,1,Married,6,No,20,17,3,3,5,0,365,0-5 Years,16-20 Years,58000,50K - 100K,5
RM383,26,26-35,Yes,Research & Development,Technical Degree,Male,1,Research Scientist,1,Single,0,No,22,7,2,3,6,0,383,6-10 Years,6-10 Years,145000,100K - 150K,3
RM407,52,46-55,No,Research & Development,Medical,Male,3,Manufacturing Director,3,Married,2,Yes,14,28,4,3,5,0,407,0-5 Years,21-30 Years,380000,200K+,4
RM439,35,26-35,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,3,Married,4,Yes,12,10,2,3,8,0,439,6-10 Years,6-10 Years,105000,100K - 150K,4
RM456,33,26-35,No,Research & Development,Medical,Female,4,Research Director,3,Divorced,4,No,19,10,2,3,6,0,456,6-10 Years,6-10 Years,310000,200K+,4
RM457,31,26-35,No,Sales,Life Sciences,Male,3,Manager,4,Divorced,9,No,21,10,3,2,5,0,457,0-5 Years,6-10 Years,195000,150K - 200K,4
RM486,27,26-35,No,Research & Development,Medical,Female,1,Research Scientist,3,Divorced,0,No,12,6,5,2,5,0,486,0-5 Years,6-10 Years,145000,100K - 150K,3
RM496,27,26-35,Yes,Sales,Marketing,Male,1,Sales Representative,1,Divorced,0,No,11,5,3,3,4,0,496,0-5 Years,0-5 Years,80000,50K - 100K,3
RM542,36,36-45,No,Research & Development,Life Sciences,Female,3,Research Director,1,Married,9,No,14,10,2,3,8,0,542,6-10 Years,6-10 Years,310000,200K+,4
RM589,50,46-55,No,Research & Development,Medical,Male,4,Research Director,3,Married,5,No,16,30,3,3,4,0,589,0-5 Years,21-30 Years,310000,200K+,4
RM619,25,18-25,No,Research & Development,Medical,Male,1,Research Scientist,1,Single,7,No,13,6,3,2,4,0,619,0-5 Years,6-10 Years,145000,100K - 150K,3
RM624,30,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Divorced,9,No,12,10,3,2,5,0,624,0-5 Years,6-10 Years,145000,100K - 150K,4
RM626,45,36-45,No,Sales,Marketing,Male,3,Sales Executive,1,Divorced,4,Yes,12,18,2,3,5,0,626,0-5 Years,16-20 Years,85000,50K - 100K,5
RM628,52,46-55,No,Research & Development,Medical,Female,4,Manufacturing Director,4,Married,3,No,22,31,3,3,9,0,628,6-10 Years,31-40 Years,380000,200K+,5
RM634,36,36-45,No,Human Resources,Life Sciences,Male,1,Human Resources,1,Married,0,No,21,6,3,3,5,0,634,0-5 Years,6-10 Years,125000,100K - 150K,3
RM645,31,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Married,3,Yes,19,8,2,3,6,0,645,6-10 Years,6-10 Years,145000,100K - 150K,4
RM649,37,36-45,No,Sales,Medical,Female,1,Sales Representative,4,Married,5,No,15,10,3,3,5,0,649,0-5 Years,6-10 Years,80000,50K - 100K,4
RM656,33,26-35,No,Human Resources,Human Resources,Male,1,Human Resources,2,Divorced,3,Yes,11,7,4,4,4,0,656,0-5 Years,6-10 Years,125000,100K - 150K,3
RM658,29,26-35,No,Research & Development,Medical,Female,1,Laboratory Technician,4,Divorced,6,No,14,8,5,3,4,0,658,0-5 Years,6-10 Years,58000,50K - 100K,4
RM692,40,36-45,No,Research & Development,Medical,Male,1,Research Scientist,2,Divorced,8,Yes,14,3,2,3,1,0,692,0-5 Years,0-5 Years,145000,100K - 150K,2
RM705,35,26-35,No,Sales,Life Sciences,Male,3,Sales Executive,4,Divorced,6,No,13,12,2,3,10,0,705,6-10 Years,11-15 Years,85000,50K - 100K,4
RM706,39,36-45,No,Sales,Life Sciences,Male,3,Sales Executive,3,Single,0,No,18,9,3,3,8,0,706,6-10 Years,6-10 Years,85000,50K - 100K,4
RM714,45,36-45,No,Research & Development,Medical,Female,1,Laboratory Technician,4,Divorced,3,No,14,8,2,3,5,0,714,0-5 Years,6-10 Years,58000,50K - 100K,4
RM717,41,36-45,No,Research & Development,Medical,Male,5,Research Director,3,Divorced,2,No,17,21,2,4,18,0,717,16-20 Years,21-30 Years,310000,200K+,5
RM723,38,36-45,No,Research & Development,Medical,Male,1,Research Scientist,3,Married,0,No,17,3,0,2,2,0,723,0-5 Years,0-5 Years,145000,100K - 150K,2
RM724,46,46-55,No,Research & Development,Medical,Male,3,Manufacturing Director,3,Divorced,6,No,13,13,3,3,8,0,724,6-10 Years,11-15 Years,380000,200K+,5
RM729,54,46-55,No,Research & Development,Technical Degree,Female,3,Manufacturing Director,3,Married,8,No,11,22,2,3,10,0,729,6-10 Years,21-30 Years,380000,200K+,5
RM759,59,55+,No,Sales,Technical Degree,Male,3,Manager,4,Married,3,Yes,14,14,1,1,6,0,759,6-10 Years,11-15 Years,195000,150K - 200K,5
RM773,56,55+,No,Research & Development,Medical,Female,1,Research Scientist,3,Married,2,No,19,18,4,3,5,0,773,0-5 Years,16-20 Years,145000,100K - 150K,5
RM813,43,36-45,No,Research & Development,Life Sciences,Female,3,Manufacturing Director,1,Married,8,No,11,18,1,3,8,0,813,6-10 Years,16-20 Years,380000,200K+,5
RM820,28,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,2,Married,0,No,17,6,2,1,5,0,820,0-5 Years,6-10 Years,145000,100K - 150K,3
RM895,54,46-55,No,Research & Development,Life Sciences,Male,4,Research Director,4,Married,3,No,14,36,2,3,10,0,895,6-10 Years,31-40 Years,310000,200K+,5
RM899,43,36-45,No,Research & Development,Life Sciences,Male,5,Research Director,4,Married,3,No,14,25,2,3,8,0,899,6-10 Years,21-30 Years,310000,200K+,5
RM909,33,26-35,No,Sales,Marketing,Male,3,Sales Executive,3,Divorced,0,Yes,14,10,3,3,9,0,909,6-10 Years,6-10 Years,85000,50K - 100K,4
RM917,46,46-55,No,Sales,Marketing,Female,5,Manager,2,Married,2,No,14,26,2,3,11,0,917,11-15 Years,21-30 Years,195000,150K - 200K,5
RM993,39,36-45,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,3,Married,3,No,21,13,2,3,6,0,993,6-10 Years,11-15 Years,105000,100K - 150K,5
RM995,52,46-55,No,Research & Development,Medical,Female,4,Manufacturing Director,3,Married,2,Yes,11,24,3,2,5,0,995,0-5 Years,21-30 Years,380000,200K+,4
RM001,41,36-45,Yes,Sales,Life Sciences,Female,2,Sales Executive,4,Single,8,Yes,11,8,0,1,6,0,1,6-10 Years,6-10 Years,85000,50K - 100K,4
RM012,29,26-35,No,Research & Development,Life Sciences,Female,2,Laboratory Technician,3,Single,0,Yes,12,10,3,3,9,0,12,6-10 Years,6-10 Years,58000,50K - 100K,4
RM049,46,46-55,No,Sales,Marketing,Male,2,Sales Executive,4,Single,4,Yes,21,14,4,3,9,0,49,6-10 Years,11-15 Years,85000,50K - 100K,5
RM1012,36,36-45,No,Sales,Marketing,Female,2,Sales Executive,2,Single,3,Yes,16,15,3,3,5,0,1012,0-5 Years,11-15 Years,85000,50K - 100K,5
RM1027,32,26-35,No,Sales,Marketing,Male,2,Sales Executive,4,Married,4,No,12,7,3,2,4,0,1027,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1030,40,36-45,No,Research & Development,Other,Male,2,Laboratory Technician,3,Divorced,3,No,11,11,2,4,8,0,1030,6-10 Years,11-15 Years,58000,50K - 100K,4
RM1048,33,26-35,No,Sales,Medical,Male,2,Sales Executive,1,Married,0,No,14,5,2,3,4,0,1048,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1058,29,26-35,Yes,Sales,Technical Degree,Female,2,Sales Executive,2,Single,5,No,11,7,4,1,5,0,1058,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1091,29,26-35,No,Research & Development,Other,Female,2,Healthcare Representative,1,Married,3,No,13,9,3,3,7,0,1091,6-10 Years,6-10 Years,105000,100K - 150K,4
RM1152,28,26-35,No,Research & Development,Medical,Female,2,Manufacturing Director,1,Divorced,0,No,21,6,5,2,5,0,1152,0-5 Years,6-10 Years,380000,200K+,3
RM1156,39,36-45,No,Research & Development,Medical,Male,2,Laboratory Technician,3,Divorced,0,No,15,11,3,3,10,0,1156,6-10 Years,11-15 Years,58000,50K - 100K,4
RM1159,37,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Married,3,No,17,9,2,2,4,0,1159,0-5 Years,6-10 Years,380000,200K+,4
RM1166,44,36-45,No,Human Resources,Human Resources,Male,2,Human Resources,4,Married,4,Yes,11,14,3,3,10,0,1166,6-10 Years,11-15 Years,125000,100K - 150K,5
RM1184,36,36-45,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,1,Divorced,6,No,20,13,3,3,5,0,1184,0-5 Years,11-15 Years,105000,100K - 150K,5
RM122,33,26-35,No,Sales,Marketing,Male,2,Sales Executive,2,Married,0,No,13,8,2,4,7,0,122,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1232,46,46-55,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,2,Single,6,No,14,19,3,3,10,0,1232,6-10 Years,16-20 Years,105000,100K - 150K,5
RM1233,35,26-35,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Married,2,No,16,17,3,3,7,0,1233,6-10 Years,16-20 Years,380000,200K+,5
RM1255,49,46-55,No,Sales,Marketing,Female,2,Sales Executive,4,Single,3,No,12,8,1,4,5,0,1255,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1291,34,26-35,Yes,Research & Development,Life Sciences,Male,2,Laboratory Technician,1,Married,4,No,17,11,3,2,7,0,1291,6-10 Years,11-15 Years,58000,50K - 100K,4
RM1300,40,36-45,No,Research & Development,Life Sciences,Female,2,Healthcare Representative,4,Divorced,4,No,17,12,3,3,5,0,1300,0-5 Years,11-15 Years,105000,100K - 150K,4
RM1345,37,36-45,No,Research & Development,Medical,Male,2,Research Scientist,1,Married,5,Yes,22,16,2,3,5,0,1345,0-5 Years,16-20 Years,145000,100K - 150K,5
RM1351,27,26-35,No,Sales,Medical,Female,2,Sales Executive,3,Single,0,No,14,9,5,2,8,0,1351,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1381,35,26-35,No,Sales,Medical,Male,2,Sales Executive,1,Married,0,No,16,6,2,1,5,0,1381,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1388,29,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,1,Married,0,No,12,6,5,2,5,0,1388,0-5 Years,6-10 Years,105000,100K - 150K,3
RM1434,25,18-25,No,Sales,Other,Female,2,Sales Executive,3,Divorced,0,Yes,22,6,3,2,5,0,1434,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1449,41,36-45,No,Sales,Life Sciences,Male,2,Sales Executive,2,Divorced,2,No,11,14,5,3,5,0,1449,0-5 Years,11-15 Years,85000,50K - 100K,5
RM145,32,26-35,No,Sales,Medical,Male,2,Sales Executive,4,Divorced,0,No,17,9,2,4,8,0,145,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1453,50,46-55,Yes,Sales,Life Sciences,Male,2,Sales Executive,3,Divorced,7,No,12,12,3,3,6,0,1453,6-10 Years,11-15 Years,85000,50K - 100K,4
RM1454,36,36-45,No,Sales,Marketing,Female,2,Sales Executive,4,Married,4,No,13,8,2,2,6,0,1454,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1455,45,36-45,No,Sales,Life Sciences,Female,2,Sales Executive,3,Single,8,No,15,8,3,3,5,0,1455,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1460,29,26-35,No,Research & Development,Other,Male,2,Laboratory Technician,2,Married,4,Yes,13,10,2,3,4,0,1460,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1469,49,46-55,No,Sales,Medical,Male,2,Sales Executive,2,Married,2,No,14,17,3,2,9,0,1469,6-10 Years,16-20 Years,85000,50K - 100K,5
RM1469,49,46-55,No,Sales,Medical,Male,2,Sales Executive,2,Married,2,No,14,17,3,2,9,0,1469,6-10 Years,16-20 Years,85000,50K - 100K,5
RM154,45,36-45,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,2,Divorced,8,No,18,20,2,1,17,0,154,16-20 Years,16-20 Years,58000,50K - 100K,5
RM169,38,36-45,No,Sales,Life Sciences,Female,2,Sales Executive,4,Single,4,No,22,12,2,4,8,0,169,6-10 Years,11-15 Years,85000,50K - 100K,4
RM175,45,36-45,No,Sales,Life Sciences,Female,2,Sales Executive,1,Divorced,4,Yes,11,9,3,4,5,0,175,0-5 Years,6-10 Years,85000,50K - 100K,4
RM198,42,36-45,No,Research & Development,Medical,Female,2,Manufacturing Director,3,Divorced,2,No,16,11,5,3,5,0,198,0-5 Years,11-15 Years,380000,200K+,4
RM217,30,26-35,Yes,Sales,Marketing,Female,2,Sales Executive,1,Single,5,No,15,9,5,2,6,0,217,6-10 Years,6-10 Years,85000,50K - 100K,4
RM274,37,36-45,No,Sales,Medical,Male,2,Sales Executive,4,Married,4,No,14,7,5,4,5,0,274,0-5 Years,6-10 Years,85000,50K - 100K,3
RM284,55,46-55,No,Research & Development,Technical Degree,Male,2,Laboratory Technician,4,Married,3,Yes,19,12,4,3,10,0,284,6-10 Years,11-15 Years,58000,50K - 100K,4
RM303,28,26-35,No,Research & Development,Medical,Male,2,Healthcare Representative,1,Single,0,No,19,9,2,3,8,0,303,6-10 Years,6-10 Years,105000,100K - 150K,4
RM306,36,36-45,No,Research & Development,Life Sciences,Female,2,Laboratory Technician,2,Married,7,No,15,11,3,3,9,0,306,6-10 Years,11-15 Years,58000,50K - 100K,4
RM323,32,26-35,No,Research & Development,Medical,Female,2,Research Scientist,4,Single,7,No,16,10,0,2,7,0,323,6-10 Years,6-10 Years,145000,100K - 150K,4
RM329,33,26-35,No,Sales,Marketing,Male,2,Sales Executive,4,Single,3,No,14,9,6,2,7,0,329,6-10 Years,6-10 Years,85000,50K - 100K,4
RM333,54,46-55,No,Research & Development,Life Sciences,Female,2,Research Scientist,3,Single,3,No,12,20,4,2,4,0,333,0-5 Years,16-20 Years,145000,100K - 150K,3
RM336,40,36-45,No,Sales,Medical,Male,2,Sales Executive,4,Married,2,Yes,22,6,2,2,4,0,336,0-5 Years,6-10 Years,85000,50K - 100K,3
RM373,35,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,2,Single,9,No,19,10,5,3,1,0,373,0-5 Years,6-10 Years,105000,100K - 150K,4
RM377,51,46-55,No,Sales,Life Sciences,Female,2,Sales Executive,4,Married,4,No,11,18,2,2,7,0,377,6-10 Years,16-20 Years,85000,50K - 100K,5
RM410,42,36-45,No,Research & Development,Life Sciences,Female,2,Research Scientist,3,Divorced,2,No,11,19,3,3,5,0,410,0-5 Years,16-20 Years,145000,100K - 150K,5
RM411,30,26-35,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,4,Single,2,No,20,11,2,3,5,0,411,0-5 Years,11-15 Years,380000,200K+,4
RM413,46,46-55,No,Research & Development,Medical,Female,2,Manufacturing Director,3,Divorced,2,No,14,19,5,2,10,0,413,6-10 Years,16-20 Years,380000,200K+,5
RM414,42,36-45,No,Research & Development,Technical Degree,Female,2,Healthcare Representative,4,Married,0,No,11,7,4,4,6,0,414,6-10 Years,6-10 Years,105000,100K - 150K,3
RM451,31,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,4,Single,4,Yes,13,10,2,4,6,0,451,6-10 Years,6-10 Years,85000,50K - 100K,4
RM460,41,36-45,No,Research & Development,Other,Female,2,Healthcare Representative,3,Single,2,Yes,17,10,3,3,8,0,460,6-10 Years,6-10 Years,105000,100K - 150K,4
RM505,45,36-45,Yes,Sales,Life Sciences,Female,2,Sales Executive,1,Married,2,No,14,5,4,3,1,0,505,0-5 Years,0-5 Years,85000,50K - 100K,3
RM519,38,36-45,No,Sales,Marketing,Female,2,Sales Executive,4,Single,0,No,20,8,2,3,7,0,519,6-10 Years,6-10 Years,85000,50K - 100K,4
RM555,27,26-35,No,Research & Development,Medical,Female,2,Healthcare Representative,1,Single,8,No,19,9,2,1,7,0,555,6-10 Years,6-10 Years,105000,100K - 150K,4
RM594,36,36-45,No,Research & Development,Other,Female,2,Manufacturing Director,2,Married,0,No,15,10,2,3,9,0,594,6-10 Years,6-10 Years,380000,200K+,4
RM598,42,36-45,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,4,Married,9,Yes,13,8,4,3,4,0,598,0-5 Years,6-10 Years,380000,200K+,4
RM655,39,36-45,No,Human Resources,Life Sciences,Female,2,Human Resources,4,Married,8,No,11,13,2,3,5,0,655,0-5 Years,11-15 Years,125000,100K - 150K,5
RM673,42,36-45,No,Sales,Medical,Female,2,Sales Executive,3,Single,7,No,17,10,6,3,5,0,673,0-5 Years,6-10 Years,85000,50K - 100K,4
RM709,36,36-45,No,Sales,Technical Degree,Male,2,Sales Executive,4,Divorced,4,No,13,12,3,3,7,0,709,6-10 Years,11-15 Years,85000,50K - 100K,4
RM752,50,46-55,No,Sales,Life Sciences,Female,2,Sales Executive,3,Married,0,No,12,19,3,3,18,0,752,16-20 Years,16-20 Years,85000,50K - 100K,5
RM758,34,26-35,No,Sales,Marketing,Male,2,Sales Executive,4,Divorced,0,No,11,16,2,2,15,0,758,11-15 Years,16-20 Years,85000,50K - 100K,5
RM768,37,36-45,No,Research & Development,Other,Female,2,Healthcare Representative,2,Single,3,No,15,8,3,2,4,0,768,0-5 Years,6-10 Years,105000,100K - 150K,4
RM817,39,36-45,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,2,Single,9,No,15,9,2,2,5,0,817,0-5 Years,6-10 Years,58000,50K - 100K,4
RM818,36,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,4,Single,2,No,20,18,0,3,11,0,818,11-15 Years,16-20 Years,380000,200K+,5
RM846,40,36-45,No,Research & Development,Medical,Female,2,Research Scientist,4,Married,3,Yes,13,16,3,1,1,0,846,0-5 Years,16-20 Years,145000,100K - 150K,3
RM866,30,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,1,Divorced,8,No,19,8,3,3,4,0,866,0-5 Years,6-10 Years,85000,50K - 100K,4
RM879,42,36-45,No,Human Resources,Medical,Male,2,Human Resources,1,Married,7,No,16,10,3,4,4,0,879,0-5 Years,6-10 Years,125000,100K - 150K,4
RM882,32,26-35,No,Research & Development,Life Sciences,Female,2,Research Scientist,3,Single,4,Yes,14,10,2,3,8,0,882,6-10 Years,6-10 Years,145000,100K - 150K,4
RM898,59,55+,No,Sales,Life Sciences,Female,2,Sales Executive,4,Single,5,No,17,13,2,3,6,0,898,6-10 Years,11-15 Years,85000,50K - 100K,5
RM974,35,26-35,No,Research & Development,Medical,Female,2,Laboratory Technician,4,Married,0,No,12,10,0,3,9,0,974,6-10 Years,6-10 Years,58000,50K - 100K,4
RM060,37,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Divorced,1,No,18,7,2,4,7,0,60,6-10 Years,6-10 Years,380000,200K+,3
RM067,36,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,2,Single,1,No,13,6,3,3,6,0,67,6-10 Years,6-10 Years,380000,200K+,3
RM1026,24,18-25,No,Sales,Medical,Female,2,Sales Executive,3,Married,1,Yes,12,5,3,3,5,0,1026,0-5 Years,0-5 Years,85000,50K - 100K,3
RM108,25,18-25,Yes,Sales,Marketing,Male,2,Sales Executive,3,Single,1,Yes,11,6,1,3,6,0,108,6-10 Years,6-10 Years,85000,50K - 100K,3
RM1175,25,18-25,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Divorced,1,No,17,7,6,3,7,0,1175,6-10 Years,6-10 Years,380000,200K+,3
RM1218,24,18-25,No,Research & Development,Medical,Male,1,Research Scientist,3,Married,1,No,16,5,1,3,5,0,1218,0-5 Years,0-5 Years,145000,100K - 150K,3
RM1267,41,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,1,Divorced,1,No,20,5,2,3,5,0,1267,0-5 Years,0-5 Years,58000,50K - 100K,3
RM1273,38,36-45,No,Research & Development,Other,Female,1,Laboratory Technician,3,Married,1,No,11,5,3,3,5,0,1273,0-5 Years,0-5 Years,58000,50K - 100K,3
RM1292,37,36-45,Yes,Research & Development,Medical,Male,2,Manufacturing Director,1,Single,1,No,15,10,4,1,10,0,1292,6-10 Years,6-10 Years,380000,200K+,4
RM1348,36,36-45,No,Human Resources,Human Resources,Male,2,Human Resources,4,Single,1,No,21,10,2,2,10,0,1348,6-10 Years,6-10 Years,125000,100K - 150K,4
RM1374,38,36-45,No,Research & Development,Medical,Female,2,Research Scientist,2,Divorced,1,Yes,16,20,3,3,20,0,1374,16-20 Years,16-20 Years,145000,100K - 150K,5
RM1384,36,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,2,Married,1,No,22,5,3,3,5,0,1384,0-5 Years,0-5 Years,58000,50K - 100K,3
RM1400,43,36-45,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,3,Married,1,No,17,10,1,3,10,0,1400,6-10 Years,6-10 Years,105000,100K - 150K,4
RM183,41,36-45,Yes,Sales,Marketing,Female,1,Sales Representative,2,Single,1,Yes,22,4,5,2,4,0,183,0-5 Years,0-5 Years,80000,50K - 100K,3
RM223,37,36-45,No,Research & Development,Other,Male,3,Research Director,4,Divorced,1,Yes,14,10,1,3,10,0,223,6-10 Years,6-10 Years,310000,200K+,4
RM301,41,36-45,No,Sales,Life Sciences,Male,4,Manager,2,Single,1,No,19,22,2,3,22,0,301,20+ Years,21-30 Years,195000,150K - 200K,5
RM331,43,36-45,No,Research & Development,Life Sciences,Female,2,Laboratory Technician,3,Divorced,1,No,11,9,3,4,9,0,331,6-10 Years,6-10 Years,58000,50K - 100K,4
RM404,41,36-45,No,Sales,Marketing,Male,3,Sales Executive,1,Married,1,No,16,10,2,3,10,0,404,6-10 Years,6-10 Years,85000,50K - 100K,4
RM450,39,36-45,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,3,Married,1,No,11,8,3,3,8,0,450,6-10 Years,6-10 Years,58000,50K - 100K,4
RM474,49,46-55,No,Research & Development,Life Sciences,Male,5,Research Director,3,Divorced,1,Yes,17,31,5,3,31,0,474,20+ Years,31-40 Years,310000,200K+,5
RM479,25,18-25,No,Sales,Medical,Male,1,Sales Representative,3,Married,1,No,11,7,1,3,7,0,479,6-10 Years,6-10 Years,80000,50K - 100K,3
RM551,23,18-25,No,Research & Development,Medical,Male,1,Laboratory Technician,1,Married,1,No,14,5,2,4,4,0,551,0-5 Years,0-5 Years,58000,50K - 100K,3
RM570,36,36-45,No,Sales,Life Sciences,Male,3,Sales Executive,1,Single,1,No,15,10,1,3,10,0,570,6-10 Years,6-10 Years,85000,50K - 100K,4
RM635,25,18-25,No,Sales,Other,Male,2,Sales Executive,1,Married,1,Yes,18,5,3,3,5,0,635,0-5 Years,0-5 Years,85000,50K - 100K,3
RM697,45,36-45,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,2,Married,1,No,12,9,5,2,9,0,697,6-10 Years,6-10 Years,58000,50K - 100K,4
RM719,45,36-45,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,1,Married,1,Yes,15,9,2,3,9,0,719,6-10 Years,6-10 Years,58000,50K - 100K,4
RM760,45,36-45,No,Human Resources,Medical,Male,1,Human Resources,2,Single,1,No,16,6,3,3,6,0,760,6-10 Years,6-10 Years,125000,100K - 150K,3
RM784,41,36-45,No,Research & Development,Technical Degree,Female,1,Research Scientist,3,Married,1,No,13,10,3,3,10,0,784,6-10 Years,6-10 Years,145000,100K - 150K,4
RM854,19,18-25,No,Research & Development,Life Sciences,Male,1,Research Scientist,1,Single,1,No,25,1,4,3,1,0,854,0-5 Years,0-5 Years,145000,100K - 150K,2
RM858,44,36-45,Yes,Research & Development,Life Sciences,Male,1,Research Scientist,3,Single,1,Yes,11,6,4,3,6,0,858,6-10 Years,6-10 Years,145000,100K - 150K,3
RM893,19,18-25,Yes,Research & Development,Medical,Female,1,Research Scientist,2,Single,1,Yes,25,1,2,4,1,0,893,0-5 Years,0-5 Years,145000,100K - 150K,2
RM901,36,36-45,No,Research & Development,Technical Degree,Male,1,Research Scientist,2,Married,1,No,12,12,2,2,11,0,901,11-15 Years,11-15 Years,145000,100K - 150K,4
RM929,44,36-45,Yes,Research & Development,Medical,Female,3,Healthcare Representative,4,Married,1,No,11,10,2,3,10,0,929,6-10 Years,6-10 Years,105000,100K - 150K,4
RM963,51,46-55,No,Human Resources,Life Sciences,Male,4,Manager,2,Divorced,1,Yes,11,33,2,3,33,0,963,20+ Years,31-40 Years,195000,150K - 200K,5
RM970,48,46-55,No,Research & Development,Life Sciences,Male,3,Manufacturing Director,4,Single,1,No,11,11,2,3,10,0,970,6-10 Years,11-15 Years,380000,200K+,4
RM074,32,26-35,No,Research & Development,Life Sciences,Male,2,Research Scientist,2,Married,1,No,17,10,3,3,10,0,74,6-10 Years,6-10 Years,145000,100K - 150K,4
RM082,35,26-35,No,Research & Development,Medical,Male,1,Research Scientist,3,Single,1,No,18,6,3,3,6,0,82,6-10 Years,6-10 Years,145000,100K - 150K,3
RM098,28,26-35,No,Sales,Medical,Male,2,Sales Executive,3,Married,1,No,15,5,3,4,5,0,98,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1006,29,26-35,No,Human Resources,Other,Male,3,Human Resources,1,Single,1,No,13,10,3,2,10,0,1006,6-10 Years,6-10 Years,125000,100K - 150K,4
RM1064,29,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,3,Divorced,1,No,14,10,3,3,10,0,1064,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1092,33,26-35,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,2,Single,1,No,13,5,2,3,5,0,1092,0-5 Years,0-5 Years,380000,200K+,3
